,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
546,150258.SZ,生物B,易方达基金,中国建设银行,股票型,20150603,,20150611,20150518,,1.7305,1.0,0.22,,1.0,0.01,,中证万得生物科技指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150611,,E
547,510560.SH,国寿500ETF,国寿安保基金,中国农业银行,股票型,20150529,,20150703,20150511,,6.6587,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150703,20150703,E
548,502013.SH,一带一路,长盛基金,中国银行,股票型,20150529,,20150609,20150512,,32.6654,1.0,0.22,,1.0,0.01,,中证申万一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150611,20150611,E
549,502015.SH,一带一B,长盛基金,中国银行,股票型,20150529,,20150609,20150512,,4.4462,1.0,0.22,,1.0,0.01,,中证申万一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150609,,E
550,502014.SH,一带一A,长盛基金,中国银行,股票型,20150529,,20150609,20150512,,4.4462,1.0,0.22,,1.0,0.01,,中证申万一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150609,,E
551,150278.SZ,高铁B,鹏华基金,招商银行,股票型,20150527,,20150605,20150518,,0.7765,1.0,0.22,,1.0,0.1,,中证高铁产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150605,,E
552,164906.SZ,中国互联,交银施罗德基金,中国农业银行,股票型,20150527,,20150710,20150430,,7.8892,1.2,0.25,,1.0,0.1,,中证海外中国互联网指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150710,20150710,E
553,150272.SZ,生物药B,招商基金,中国银行,股票型,20150527,,20150605,20150519,,0.9099,1.0,0.22,,1.0,0.1,,国证生物医药指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150605,,E
554,150271.SZ,生物药A,招商基金,中国银行,股票型,20150527,,20150605,20150519,,0.9099,1.0,0.22,,1.0,0.1,,国证生物医药指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150605,,E
555,150269.SZ,白酒A,招商基金,中国银行,股票型,20150527,,20150605,20150512,,0.4098,1.0,0.22,,1.0,0.1,,中证白酒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150605,,E
556,150277.SZ,高铁A,鹏华基金,招商银行,股票型,20150527,,20150605,20150518,,0.7765,1.0,0.22,,1.0,0.1,,中证高铁产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150605,,E
557,510710.SH,上证50指数ETF,博时基金,招商银行,股票型,20150527,,20150615,20150515,,2.5787,0.3,0.1,,1.0,0.1,,上证50指数,L,被动指数型,契约型开放式,,20150615,20150615,E
558,150270.SZ,白酒B,招商基金,中国银行,股票型,20150527,,20150605,20150512,,0.4098,1.0,0.22,,1.0,0.1,,中证白酒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150605,,E
559,160806.SZ,长盛同庆,长盛基金,中国建设银行,股票型,20150522,,20150806,20150522,,,1.0,0.22,,1.0,,,中证800指数收益率*95%+一年期银行定期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150525,20150525,E
560,150262.SZ,医疗B,华宝基金,中国银行,股票型,20150521,,20150608,20150511,,4.6832,1.0,0.22,,1.0,0.01,,中证医疗指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150608,,E
561,150261.SZ,医疗A,华宝基金,中国银行,股票型,20150521,,20150608,20150511,,4.6832,1.0,0.22,,1.0,0.01,,中证医疗指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150608,,E
562,150248.SZ,传媒B级,工银瑞信基金,国信证券,股票型,20150521,,20150529,20150504,,5.3181,1.0,0.2,,1.0,0.001,,中证传媒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150529,,E
563,150247.SZ,传媒A级,工银瑞信基金,国信证券,股票型,20150521,,20150529,20150504,,5.3181,1.0,0.2,,1.0,0.001,,中证传媒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150529,,E
564,150251.SZ,煤炭A,招商基金,中国银行,股票型,20150520,,20150528,20150504,,0.2464,1.0,0.22,,1.0,0.1,,中证煤炭等权指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150528,,E
565,150250.SZ,银行B端,招商基金,中信银行,股票型,20150520,,20150528,20150504,,0.3381,1.0,0.2,,1.0,0.1,,中证银行指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150528,,E
566,150249.SZ,银行A端,招商基金,中信银行,股票型,20150520,,20150528,20150504,,0.3381,1.0,0.2,,1.0,0.1,,中证银行指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150528,,E
567,150252.SZ,煤炭B,招商基金,中国银行,股票型,20150520,,20150528,20150504,,0.2464,1.0,0.22,,1.0,0.1,,中证煤炭等权指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20150528,,E
568,161225.SZ,国投瑞盈,国投瑞银基金,中国银行,混合型,20150519,,20150814,20150422,,13.7774,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20161216,20161216,E
569,150273.SZ,带路A,鹏华基金,招商银行,股票型,20150518,,20150525,20150508,,1.4613,1.0,0.22,,1.0,0.1,,中证一带一路主题指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150525,,E
570,150274.SZ,带路B,鹏华基金,招商银行,股票型,20150518,,20150525,20150508,,1.4613,1.0,0.22,,1.0,0.1,,中证一带一路主题指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150525,,E
571,150275.SZ,一带一A,安信基金,招商证券,股票型,20150514,,20150522,20150511,,1.7409,1.0,0.2,,1.0,0.01,,中证一带一路指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
572,150276.SZ,一带一B,安信基金,招商证券,股票型,20150514,,20150522,20150511,,1.7409,1.0,0.2,,1.0,0.01,,中证一带一路指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
573,150231.SZ,电子A,申万菱信基金,广发银行,股票型,20150514,,20150528,20150421,,1.3922,1.0,0.22,,1.0,0.1,,中证申万电子行业投资指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20150528,,E
574,150232.SZ,电子B,申万菱信基金,广发银行,股票型,20150514,,20150528,20150421,,1.3922,1.0,0.22,,1.0,0.1,,中证申万电子行业投资指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20150528,,E
575,150266.SZ,一带B,中融基金,中国农业银行,股票型,20150514,,20150522,20150508,,9.8781,1.0,0.22,,1.0,0.1,,中证一带一路主题指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
576,150265.SZ,一带A,中融基金,中国农业银行,股票型,20150514,,20150522,20150508,,9.8781,1.0,0.22,,1.0,0.1,,中证一带一路主题指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
577,512510.SH,华泰中证500ETF,华泰柏瑞基金,中国银行,股票型,20150513,,20150612,20150415,,8.7382,0.15,0.05,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150612,20150612,E
578,166105.SZ,信达鑫安,信达澳银基金,中国建设银行,债券型,20150507,,20150604,20150507,,1.1234,0.6,0.2,,1.0,,,中债总财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20150515,20150515,E
579,150235.SZ,券商A级,鹏华基金,中国建设银行,股票型,20150506,,20150515,20150427,,3.363,1.0,0.22,,1.0,0.1,,中证全指证券公司指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150515,,E
580,150236.SZ,券商B级,鹏华基金,中国建设银行,股票型,20150506,,20150515,20150427,,3.363,1.0,0.22,,1.0,0.1,,中证全指证券公司指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150515,,E
581,512500.SH,500ETF基金,华夏基金,中国建设银行,股票型,20150505,,20150529,20150408,,21.3447,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150529,20150529,E
582,162108.SZ,元盛债券,金鹰基金,中国建设银行,债券型,20150504,,20150520,20150504,,10.3474,0.7,0.2,,1.0,,,中国债券综合财富指数收益率,L,债券型,契约型开放式,,20150520,20150520,E
583,150230.SZ,酒B,鹏华基金,中国建设银行,股票型,20150429,,20150511,20150420,,2.1114,1.0,0.22,,1.0,0.1,,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150511,,E
584,150229.SZ,酒A,鹏华基金,中国建设银行,股票型,20150429,,20150511,20150420,,2.1114,1.0,0.22,,1.0,0.1,,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150511,,E
585,166012.SZ,中欧信用,中欧基金,中国邮政储蓄银行,债券型,20150420,,20160108,20150420,,2.637,0.5,0.1,,1.0,,,中债综合(全价)指数,L,债券型,契约型开放式,,20150423,20150423,E
586,161722.SZ,招商丰泰,招商基金,中国银行,混合型,20150417,,20150722,20150413,,70.9414,0.6,0.15,,1.0,0.1,,中国人民银行公布金融机构人民币一年期存款基准利率+3%(单利年化),L,灵活配置型,契约型开放式,,20150527,20150518,E
587,150228.SZ,银行B,鹏华基金,中国建设银行,股票型,20150417,,20150428,20150407,,9.3451,1.0,0.22,,1.0,0.1,,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150428,,E
588,150227.SZ,银行A,鹏华基金,中国建设银行,股票型,20150417,,20150428,20150407,,9.3451,1.0,0.22,,1.0,0.1,,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150428,,E
589,512340.SH,原材料ETF,南方基金,中国农业银行,股票型,20150416,,20150515,20150330,,9.9173,0.5,0.1,,1.0,0.1,,中证500原材料指数,L,被动指数型,契约型开放式,,20150515,20150515,E
590,150219.SZ,健康A,前海开源基金,国信证券,股票型,20150416,,20150508,20150330,,1.267,1.0,0.2,,1.0,0.1,,中证健康产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150508,,E
591,150220.SZ,健康B,前海开源基金,国信证券,股票型,20150416,,20150508,20150330,,1.267,1.0,0.2,,1.0,0.1,,中证健康产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150508,,E
592,502048.SH,50分级,易方达基金,交通银行,股票型,20150415,,20150427,20150330,,13.287,1.0,0.2,,1.0,0.01,,上证50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150427,20150427,E
593,502050.SH,上证50B,易方达基金,交通银行,股票型,20150415,,20150427,20150330,,5.728,1.0,0.2,,1.0,0.01,,上证50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150427,,E
594,502049.SH,上证50A,易方达基金,交通银行,股票型,20150415,,20150427,20150330,,5.728,1.0,0.2,,1.0,0.01,,上证50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150427,,E
595,165517.SZ,信诚双盈,中信保诚基金,中国银行,债券型,20150414,,20150423,20150414,,2.6332,0.7,0.2,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20150423,20150423,E
596,161224.SZ,国投丝路,国投瑞银基金,中国银河,混合型,20150410,,20150506,20150316,,9.5267,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20150506,20150506,E
597,512310.SH,工业ETF,南方基金,中国农业银行,股票型,20150408,,20150508,20150319,,9.4089,0.5,0.1,,1.0,0.1,,中证500工业指数,L,被动指数型,契约型开放式,,20150508,20150508,E
598,166011.SZ,中欧盛世,中欧基金,广发银行,混合型,20150331,,20150421,20150331,,27.8873,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20150401,20150401,E
599,150196.SZ,有色A,国泰基金,中国建设银行,股票型,20150330,,20150415,20150316,,4.1657,1.0,0.22,,1.0,0.01,,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150415,,E
600,150197.SZ,有色B,国泰基金,中国建设银行,股票型,20150330,,20150415,20150316,,4.1657,1.0,0.22,,1.0,0.01,,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150415,,E
601,150222.SZ,中航军B,前海开源基金,招商证券,股票型,20150330,,20150420,20150316,,1.4403,1.0,0.2,,1.0,0.1,,中证中航军工主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150420,,E
602,150211.SZ,新能车A,富国基金,中国建设银行,股票型,20150330,,20150413,20150312,,2.4252,1.0,0.22,,1.0,0.01,,中证新能源汽车指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150413,,E
603,150221.SZ,中航军A,前海开源基金,招商证券,股票型,20150330,,20150420,20150316,,1.4403,1.0,0.2,,1.0,0.1,,中证中航军工主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150420,,E
604,150212.SZ,新能车B,富国基金,中国建设银行,股票型,20150330,,20150413,20150312,,2.4252,1.0,0.22,,1.0,0.01,,中证新能源汽车指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150413,,E
605,150224.SZ,证券B级,富国基金,中国建设银行,股票型,20150327,,20150410,20150316,,1.7226,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
606,150223.SZ,证券A级,富国基金,中国建设银行,股票型,20150327,,20150410,20150316,,1.7226,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
607,150218.SZ,新能源B,交银施罗德基金,中国建设银行,股票型,20150326,,20150409,20150309,,9.7985,1.0,0.22,,1.0,0.1,,国证新能源指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150409,,E
608,150215.SZ,TMTA,国泰基金,中国农业银行,股票型,20150326,,20150410,20150305,,10.566,1.0,0.2,,1.0,0.01,,深证TMT50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
609,150216.SZ,TMTB,国泰基金,中国农业银行,股票型,20150326,,20150410,20150305,,10.566,1.0,0.2,,1.0,0.01,,深证TMT50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
610,150217.SZ,新能源A,交银施罗德基金,中国建设银行,股票型,20150326,,20150409,20150309,,9.7985,1.0,0.22,,1.0,0.1,,国证新能源指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150409,,E
611,162510.SZ,国安双力,国联安基金,中国建设银行,股票型,20150323,,20150520,20150323,,0.1349,0.75,0.22,,1.0,,,中小板综指收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150323,20150323,E
612,159940.SZ,金融,广发基金,中国银行,股票型,20150323,,20150417,20150225,,5.7906,0.5,0.1,,1.0,0.1,,中证全指金融地产指数,L,被动指数型,契约型开放式,,20150417,20150417,E
613,162105.SZ,持久增利,金鹰基金,中国邮政储蓄银行,债券型,20150309,,20150320,20150309,,2.3784,0.7,0.2,,1.0,,,中国债券综合指数(财富)增长率*95%+沪深300指数增长率*5%,L,债券型,契约型开放式,,20150320,20150320,E
614,161716.SZ,招商双债,招商基金,中国农业银行,债券型,20150302,,20150316,20150302,,5.511,0.6,0.2,,1.0,,,中债综合指数收益率*60%+天相可转债指数收益率*40%,L,债券型,契约型开放式,,20150316,20150316,E
615,512990.SH,MSCIA股ETF,华夏基金,中国银行,股票型,20150212,,20150325,20150119,,41.3657,0.5,0.1,,1.0,0.1,,MSCI中国A股国际通指数收益率,L,被动指数型,契约型开放式,,20150325,20150325,E
